Puzzle,Answer
"CHOCOLATE, SOAP, PIGEON, PEACE, ODD, RED, BLACK, EVEN, LIBRARY, LAB, GYM, AUDITORIUM, MOTHER, GREY, GOLDEN, SILLY","['CHOCOLATE, SOAP, PIGEON, PEACE', 'ODD, RED, BLACK, EVEN', 'LIBRARY, LAB, GYM, AUDITORIUM', 'MOTHER, GREY, GOLDEN, SILLY']"
"CLAW, HUG, FRUIT, WITNESS, WHOLE, PERFECT, ODD, PRIME, PLUM, SOY, OYSTER, XO, KISS, SKIM, BRUSH, GRAZE","['CLAW, HUG, FRUIT, WITNESS', 'WHOLE, PERFECT, ODD, PRIME', 'PLUM, SOY, OYSTER, XO', 'KISS, SKIM, BRUSH, GRAZE']"
"CLOUD, COTTON BALL, DANDELION, SHEEP, SUBJECT, GUINEA PIG, VOLUNTEER, PARTICIPANT, OBJECT, MIND, PROTEST, DISAPPROVE, SHOE, BULL, FOG, MATTER","['CLOUD, COTTON BALL, DANDELION, SHEEP', 'SUBJECT, GUINEA PIG, VOLUNTEER, PARTICIPANT', 'OBJECT, MIND, PROTEST, DISAPPROVE', 'SHOE, BULL, FOG, MATTER']"
"CLOWN, CARD, JOKER, CUTUP, TEA, BOOK, TREE, TABLE, STAMP, FEATURE, HALLMARK, TRAIT, WORD, LETTER, SENTENCE, PARAGRAPH","['CLOWN, CARD, JOKER, CUTUP', 'TEA, BOOK, TREE, TABLE', 'STAMP, FEATURE, HALLMARK, TRAIT', 'WORD, LETTER, SENTENCE, PARAGRAPH']"
"CLUE, FROWN, PREEN, MELLOW, WING, BRANCH, ARM, CHAPTER, WHINE, BARK, GROWL, HOWL, ROOT, CRADLE, FONT, SOURCE","['CLUE, FROWN, PREEN, MELLOW', 'WING, BRANCH, ARM, CHAPTER', 'WHINE, BARK, GROWL, HOWL', 'ROOT, CRADLE, FONT, SOURCE']"
"COLD, BUG, COUGH, CHILL, BREACH, SING, DIVE, SPOUT, MAGIC, SIN, WINDY, MOTOR, QUIET, EASY, ENOUGH, RELAX","['COLD, BUG, COUGH, CHILL', 'BREACH, SING, DIVE, SPOUT', 'MAGIC, SIN, WINDY, MOTOR', 'QUIET, EASY, ENOUGH, RELAX']"
"COMB, ROOT, DIG, SIFT, ROLL, CLAP, RUMBLE, PEAL, BOOK, TREE, TABLE, SALAD, PONY, BUN, TWIST, BRAID","['COMB, ROOT, DIG, SIFT', 'ROLL, CLAP, RUMBLE, PEAL', 'BOOK, TREE, TABLE, SALAD', 'PONY, BUN, TWIST, BRAID']"
"COMPLEX, BAROQUE, INVOLVED, ELABORATE, SUBSTANCE, CRUX, HEART, ESSENCE, ARROW, HYPHEN, CHECKBOX, BULLET, CRUCIFIX, HYBRID, ANGRY, BETRAY","['COMPLEX, BAROQUE, INVOLVED, ELABORATE', 'SUBSTANCE, CRUX, HEART, ESSENCE', 'ARROW, HYPHEN, CHECKBOX, BULLET', 'CRUCIFIX, HYBRID, ANGRY, BETRAY']"
"CONE, PYRAMID, CUBE, SPHERE, TOMATO, PEPPER, CUCUMBER, EGGPLANT, LIMA, POLISH, MOBILE, JOB, PAD, PHONE, MAC, POD","['CONE, PYRAMID, CUBE, SPHERE', 'TOMATO, PEPPER, CUCUMBER, EGGPLANT', 'LIMA, POLISH, MOBILE, JOB', 'PAD, PHONE, MAC, POD']"
"COO, HONK, GOBBLE, HOOT, WRAP, SCARF, STOLE, SHAWL, GOO, APP, MOTOR, SAM, SWALLOW, BEAR, STAND, TAKE","['COO, HONK, GOBBLE, HOOT', 'WRAP, SCARF, STOLE, SHAWL', 'GOO, APP, MOTOR, SAM', 'SWALLOW, BEAR, STAND, TAKE']"
"COOLER, TENT, LANTERN, SLEEPING BAG, MEAL, HOUR, MEDIUM, CAMPER, DIG, BARB, JAB, DISS, MINUTE, SLIGHT, SMALL, WEE","['COOLER, TENT, LANTERN, SLEEPING BAG', 'MEAL, HOUR, MEDIUM, CAMPER', 'DIG, BARB, JAB, DISS', 'MINUTE, SLIGHT, SMALL, WEE']"
"CORN, PEPPER, TOMATO, CUCUMBER, NOODLE, CROWN, DOME, MELON, NUMBER, SINGLE, TRACK, CUT, KETTLE, TRAIN, BIRD, REFEREE","['CORN, PEPPER, TOMATO, CUCUMBER', 'NOODLE, CROWN, DOME, MELON', 'NUMBER, SINGLE, TRACK, CUT', 'KETTLE, TRAIN, BIRD, REFEREE']"
"COUCH, INTIMATE, SUGGEST, IMPLY, MOLE, SLEEPER, ASSET, AGENT, FOOT, VERSE, LINE, METER, OKAY, KELVIN, THOUSAND, POTASSIUM","['COUCH, INTIMATE, SUGGEST, IMPLY', 'MOLE, SLEEPER, ASSET, AGENT', 'FOOT, VERSE, LINE, METER', 'OKAY, KELVIN, THOUSAND, POTASSIUM']"
"COUNT, CONSIDER, JUDGE, REGARD, PLAYER, UPRIGHT, GRAND, ELECTRONIC, GAMBLE, YOUNG, NOBLE, JOHNSON, BROWN, SMITH, DUKE, HOWARD","['COUNT, CONSIDER, JUDGE, REGARD', 'PLAYER, UPRIGHT, GRAND, ELECTRONIC', 'GAMBLE, YOUNG, NOBLE, JOHNSON', 'BROWN, SMITH, DUKE, HOWARD']"
"COUNTDOWN, KISS, BALL, FIREWORKS, CLUB, GROUP, PARTY, TEAM, NICE, CHAMPAGNE, TOURS, DIJON, DETAIL, RESOLUTION, DEFINITION, CLARITY","['COUNTDOWN, KISS, BALL, FIREWORKS', 'CLUB, GROUP, PARTY, TEAM', 'NICE, CHAMPAGNE, TOURS, DIJON', 'DETAIL, RESOLUTION, DEFINITION, CLARITY']"
"COUPLE, JOIN, TIE, LINK, HANDFUL, BOTHER, PAIN, PEST, SOME, MANY, FEW, SEVERAL, LOVERS, FOOL, MAGICIAN, TOWER","['COUPLE, JOIN, TIE, LINK', 'HANDFUL, BOTHER, PAIN, PEST', 'SOME, MANY, FEW, SEVERAL', 'LOVERS, FOOL, MAGICIAN, TOWER']"
"COW, GOAT, BUFFALO, SHEEP, SHINE, GLOW, BEAM, RADIATE, FLOOR, HORSE, VAULT, RINGS, CUTIE, SEEDY, EXCEL, ENVY","['COW, GOAT, BUFFALO, SHEEP', 'SHINE, GLOW, BEAM, RADIATE', 'FLOOR, HORSE, VAULT, RINGS', 'CUTIE, SEEDY, EXCEL, ENVY']"
"COWBOY, ANKLE, GO-GO, THIGH-HIGH, OK, FAIR, AVERAGE, SO-SO, SUN, TIDE, YO-YO, ELEVATOR, HI, MA, PA, OR","['COWBOY, ANKLE, GO-GO, THIGH-HIGH', 'OK, FAIR, AVERAGE, SO-SO', 'SUN, TIDE, YO-YO, ELEVATOR', 'HI, MA, PA, OR']"
"CRAB, BELLYACHE, CARP, GRUMBLE, ROBE, SWORD, SCALES, BLINDFOLD, RAM, SPEED, STORAGE, RESOLUTION, CLOVE, SPEAR, STALK, FLORET","['CRAB, BELLYACHE, CARP, GRUMBLE', 'ROBE, SWORD, SCALES, BLINDFOLD', 'RAM, SPEED, STORAGE, RESOLUTION', 'CLOVE, SPEAR, STALK, FLORET']"
"CRAB, CRANK, GRUMP, GROUCH, DUCK, STOOP, CROUCH, SQUAT, MOTTO, SEAL, FLAG, ANTHEM, SHARK, QUACK, CROOK, CHEAT","['CRAB, CRANK, GRUMP, GROUCH', 'DUCK, STOOP, CROUCH, SQUAT', 'MOTTO, SEAL, FLAG, ANTHEM', 'SHARK, QUACK, CROOK, CHEAT']"
"CRESCENT, MONKEY, SOCKET, ALLEN, STORE, OUTLET, MARKET, MALL, PIECE, SHARE, CUT, TAKE, WAX, THREAD, SHAVE, TWEEZE","['CRESCENT, MONKEY, SOCKET, ALLEN', 'STORE, OUTLET, MARKET, MALL', 'PIECE, SHARE, CUT, TAKE', 'WAX, THREAD, SHAVE, TWEEZE']"
"CROC, MOCCASIN, SLIPPER, LOAFER, RUBY, PYTHON, BASIC, JAVA, PILLOW, SHUTTLECOCK, BOA, HEADDRESS, COBRA, LIGHTNING, INSPIRATION, UNION","['CROC, MOCCASIN, SLIPPER, LOAFER', 'RUBY, PYTHON, BASIC, JAVA', 'PILLOW, SHUTTLECOCK, BOA, HEADDRESS', 'COBRA, LIGHTNING, INSPIRATION, UNION']"
"CROCK, POT, WOK, SKILLET, BUD, MATE, CHUM, PAL, PUMP, WEDGE, SLIDE, CLOG, HERB, GRASS, MARY JANE, WEED","['CROCK, POT, WOK, SKILLET', 'BUD, MATE, CHUM, PAL', 'PUMP, WEDGE, SLIDE, CLOG', 'HERB, GRASS, MARY JANE, WEED']"
"CROWN, FILLING, CAVITY, PLAQUE, APPROVED, VOID, PAID, URGENT, STAFF, SCEPTER, WAND, BATON, SCHOOL, GAP, LIGHT, LEAP","['CROWN, FILLING, CAVITY, PLAQUE', 'APPROVED, VOID, PAID, URGENT', 'STAFF, SCEPTER, WAND, BATON', 'SCHOOL, GAP, LIGHT, LEAP']"
"CRUNCH, MARS, PAYDAY, DOVE, SUBSTANCE, THRUST, MEAT, CORE, DEMI, SPORTS, PUSH-UP, WIRELESS, SUE, BIG, EARLY, LADY","['CRUNCH, MARS, PAYDAY, DOVE', 'SUBSTANCE, THRUST, MEAT, CORE', 'DEMI, SPORTS, PUSH-UP, WIRELESS', 'SUE, BIG, EARLY, LADY']"
"CUB, JOEY, CALF, KID, KNEE, ANKLE, SHIN, THIGH, JOHN, THRONE, HEAD, CAN, STAR, SILVER, JELLY, CRAY","['CUB, JOEY, CALF, KID', 'KNEE, ANKLE, SHIN, THIGH', 'JOHN, THRONE, HEAD, CAN', 'STAR, SILVER, JELLY, CRAY']"
"CUBE, MACHINE, CREAM, STORM, FENCE, BOX, ROW, DIVE, GOLD, SEQUIN, DIAMOND, GLITTER, TEMPLE, LIGHTHOUSE, PYRAMID, GARDENS","['CUBE, MACHINE, CREAM, STORM', 'FENCE, BOX, ROW, DIVE', 'GOLD, SEQUIN, DIAMOND, GLITTER', 'TEMPLE, LIGHTHOUSE, PYRAMID, GARDENS']"
"CUP, RIBBON, MEDAL, TROPHY, QUAD, LAT, TRI, PEC, BILL, BEAR, COMMANDER, BROWN, GREY, HOUSE, QUINN, HOWSER","['CUP, RIBBON, MEDAL, TROPHY', 'QUAD, LAT, TRI, PEC', 'BILL, BEAR, COMMANDER, BROWN', 'GREY, HOUSE, QUINN, HOWSER']"
"CURT, HAIRY, WANE, KNEEL, SHORT, SPIKE, SURGE, OUTAGE, DIGEST, OUTLINE, BRIEF, ABSTRACT, BUY, SWALLOW, BELIEVE, ACCEPT","['CURT, HAIRY, WANE, KNEEL', 'SHORT, SPIKE, SURGE, OUTAGE', 'DIGEST, OUTLINE, BRIEF, ABSTRACT', 'BUY, SWALLOW, BELIEVE, ACCEPT']"
"DAISY, SCROOGE, DEWEY, DONALD, AUNT, NEPHEW, MOTHER, COUSIN, QUIRKY, KOOKY, DAFFY, WACKY, ALARM, GRANDFATHER, BIOLOGICAL, CUCKOO","['DAISY, SCROOGE, DEWEY, DONALD', 'AUNT, NEPHEW, MOTHER, COUSIN', 'QUIRKY, KOOKY, DAFFY, WACKY', 'ALARM, GRANDFATHER, BIOLOGICAL, CUCKOO']"
"DAISY, TULIP, ROSE, VIOLET, CARPENTER, CRAVEN, WAN, ASTER, FARMER, TRACTOR, BARN, CHICKEN, YELLOW, SPORTS, LIFE, DUST","['DAISY, TULIP, ROSE, VIOLET', 'CARPENTER, CRAVEN, WAN, ASTER', 'FARMER, TRACTOR, BARN, CHICKEN', 'YELLOW, SPORTS, LIFE, DUST']"
"DANCE, FLOP, BUTTON, LAUGH, CAVE, BUCKLE, GIVE, COLLAPSE, SEA, TON, MASS, SLEW, WAVE, SNAP, WHISTLE, SHOUT","['DANCE, FLOP, BUTTON, LAUGH', 'CAVE, BUCKLE, GIVE, COLLAPSE', 'SEA, TON, MASS, SLEW', 'WAVE, SNAP, WHISTLE, SHOUT']"
"DARK, COLD, DANK, MUSTY, KITTY, POT, POOL, FUND, BUD, MATE, CHUM, PAL, SHADOW, FUZZ, WHISKERS, SCRUFF","['DARK, COLD, DANK, MUSTY', 'KITTY, POT, POOL, FUND', 'BUD, MATE, CHUM, PAL', 'SHADOW, FUZZ, WHISKERS, SCRUFF']"
"DASH, SPLASH, DROP, PINCH, CAR, BOAT, TRAIN, PLANE, GAME, IN, DOWN, ON BOARD, BLUE, STRAW, GOOSE, RASP","['DASH, SPLASH, DROP, PINCH', 'CAR, BOAT, TRAIN, PLANE', 'GAME, IN, DOWN, ON BOARD', 'BLUE, STRAW, GOOSE, RASP']"
"DAWN, BIRTH, CREATION, START, GRAND, AUGUST, NOBLE, REGAL, STEP, TREAD, MARCH, STRIDE, MAY, LABOR, EARTH, GROUNDHOG","['DAWN, BIRTH, CREATION, START', 'GRAND, AUGUST, NOBLE, REGAL', 'STEP, TREAD, MARCH, STRIDE', 'MAY, LABOR, EARTH, GROUNDHOG']"
"DAY, STRIPES, FLOYD, SABBATH, SONIC, CHECKERS, SUBWAY, OUTBACK, PLANE, BOAT, CAR, TRAIN, SUN, THUNDER, KING, MAGIC","['DAY, STRIPES, FLOYD, SABBATH', 'SONIC, CHECKERS, SUBWAY, OUTBACK', 'PLANE, BOAT, CAR, TRAIN', 'SUN, THUNDER, KING, MAGIC']"
"DEAL, BUY, STEAL, VALUE, CHALK, RACK, BALL, CUE, PINCH, TOUCH, DASH, BIT, MATCH, FACE, POCKET, MAC","['DEAL, BUY, STEAL, VALUE', 'CHALK, RACK, BALL, CUE', 'PINCH, TOUCH, DASH, BIT', 'MATCH, FACE, POCKET, MAC']"
"DECO, DADA, POP, GOTHIC, GAGA, LUCK, MACBETH, BIRD, HAHA, DEAD, LOL, ROFL, HOOK, NANA, PETER, WENDY","['DECO, DADA, POP, GOTHIC', 'GAGA, LUCK, MACBETH, BIRD', 'HAHA, DEAD, LOL, ROFL', 'HOOK, NANA, PETER, WENDY']"
"DEPARTED, LEFT, SPLIT, WENT, BLUE, GRAY, RIGHT, FIN, AVIATOR, ACE, FLIER, PILOT, CASINO, SPATULA, ATM, SCHEDULE","['DEPARTED, LEFT, SPLIT, WENT', 'BLUE, GRAY, RIGHT, FIN', 'AVIATOR, ACE, FLIER, PILOT', 'CASINO, SPATULA, ATM, SCHEDULE']"
"DEPUTY, SILVER MEDAL, PENCIL, DEREK JETER, YANKEE, VICTOR, HOTEL, FOXTROT, FLAMINGO, ERASER, BUBBLE GUM, CARNATION, PAPER, REPORT, ESSAY, ARTICLE","['DEPUTY, SILVER MEDAL, PENCIL, DEREK JETER', 'YANKEE, VICTOR, HOTEL, FOXTROT', 'FLAMINGO, ERASER, BUBBLE GUM, CARNATION', 'PAPER, REPORT, ESSAY, ARTICLE']"
"DESERT, MAROON, STRAND, DITCH, NUTS, CHERRY, FUDGE, SPRINKLES, PEPPERS, FUZZY, SEASHELLS, WOODCHUCK, RATS, SHOOT, DARN, CURSES","['DESERT, MAROON, STRAND, DITCH', 'NUTS, CHERRY, FUDGE, SPRINKLES', 'PEPPERS, FUZZY, SEASHELLS, WOODCHUCK', 'RATS, SHOOT, DARN, CURSES']"
"DESIGNER, LUXURY, HAUTE, HIGH-END, ENGINEER, HATCH, MASTERMIND, CONCOCT, TAG, MARCO POLO, BINGO, UNO, GALILEO, VIKING, PIONEER, VOYAGER","['DESIGNER, LUXURY, HAUTE, HIGH-END', 'ENGINEER, HATCH, MASTERMIND, CONCOCT', 'TAG, MARCO POLO, BINGO, UNO', 'GALILEO, VIKING, PIONEER, VOYAGER']"
"DEVISE, COIN, CREATE, INVENT, PRIME, FINE, QUALITY, STERLING, TIME, BAR, TORCH, BUCK, AT, DOLLAR, POUND, PERCENT","['DEVISE, COIN, CREATE, INVENT', 'PRIME, FINE, QUALITY, STERLING', 'TIME, BAR, TORCH, BUCK', 'AT, DOLLAR, POUND, PERCENT']"
"DING, DIMPLE, DENT, DIVOT, DAISY, DOC, DALE, DORY, DROP, DASH, DAB, DOLLOP, DREAM, DINNER, DUE, DELIVERY","['DING, DIMPLE, DENT, DIVOT', 'DAISY, DOC, DALE, DORY', 'DROP, DASH, DAB, DOLLOP', 'DREAM, DINNER, DUE, DELIVERY']"
"DIPS, PLANKS, LUNGES, SQUATS, MOSS, BANKS, TAYLOR, WARREN, CHEERS, THANKS, REGARDS, BEST, CARDS, YANKS, JAYS, NATS","['DIPS, PLANKS, LUNGES, SQUATS', 'MOSS, BANKS, TAYLOR, WARREN', 'CHEERS, THANKS, REGARDS, BEST', 'CARDS, YANKS, JAYS, NATS']"
"DIRECT, PRODUCE, WRITE, ACT, EGG, PLAIN, EVERYTHING, POPPY, FRUIT, RETURN, REWARD, BENEFIT, FRANK, MUM, VAMP, WERE","['DIRECT, PRODUCE, WRITE, ACT', 'EGG, PLAIN, EVERYTHING, POPPY', 'FRUIT, RETURN, REWARD, BENEFIT', 'FRANK, MUM, VAMP, WERE']"
"DISCOVER, LEARN, FIND, REALIZE, GLORY, PROPS, CREDIT, PRAISE, SHADOW, TRACK, CHASE, TAIL, NAME, VISA, PHOTO, STAMP","['DISCOVER, LEARN, FIND, REALIZE', 'GLORY, PROPS, CREDIT, PRAISE', 'SHADOW, TRACK, CHASE, TAIL', 'NAME, VISA, PHOTO, STAMP']"
"DOE, HEN, COW, MARE, U, YOU, EWE, YEW, I, WE, IT, THEY, L, V, D, M","['DOE, HEN, COW, MARE', 'U, YOU, EWE, YEW', 'I, WE, IT, THEY', 'L, V, D, M']"
"DOG, MITT, DIGIT, PIGGY, CAR, BUS, TRUCK, MOTORCYCLE, ANIMAL, SCOOTER, BEAKER, GONZO, CHEF, HOST, BARTENDER, SERVER","['DOG, MITT, DIGIT, PIGGY', 'CAR, BUS, TRUCK, MOTORCYCLE', 'ANIMAL, SCOOTER, BEAKER, GONZO', 'CHEF, HOST, BARTENDER, SERVER']"
"DOG, SNAKE, HEEL, JERK, DOWN, COME, SIT, STAY, SOLE, BALL, TOE, ARCH, HORN, BASS, HARP, ORGAN","['DOG, SNAKE, HEEL, JERK', 'DOWN, COME, SIT, STAY', 'SOLE, BALL, TOE, ARCH', 'HORN, BASS, HARP, ORGAN']"
"DOODLE, BALL, CURL, PUFF, DRAG, CRAWL, INCH, CREEP, DRAFT, BOTTLE, TAP, CAN, DOMINO, BUTTERFLY, HALO, PLACEBO","['DOODLE, BALL, CURL, PUFF', 'DRAG, CRAWL, INCH, CREEP', 'DRAFT, BOTTLE, TAP, CAN', 'DOMINO, BUTTERFLY, HALO, PLACEBO']"
"DORY, BARGE, SCOW, SLOOP, NEMO, AMERICA, HOOK, MORGAN, PURR, BUZZ, DRONE, HUM, PLUTO, AUTO, DEMO, BUREAU","['DORY, BARGE, SCOW, SLOOP', 'NEMO, AMERICA, HOOK, MORGAN', 'PURR, BUZZ, DRONE, HUM', 'PLUTO, AUTO, DEMO, BUREAU']"
"DRAIN, SAP, EMPTY, EXHAUST, GRAIN, CUBE, SYRUP, POWDER, SHRED, JAM, ROCK, GROOVE, TOTAL, SIGNATURE, TAX, TIP","['DRAIN, SAP, EMPTY, EXHAUST', 'GRAIN, CUBE, SYRUP, POWDER', 'SHRED, JAM, ROCK, GROOVE', 'TOTAL, SIGNATURE, TAX, TIP']"
"DRAW, HOOK, PULL, GRAB, DRIVE, NEUTRAL, LOW, REVERSE, NAVY, KIDNEY, PINTO, MUNG, WHIRL, LIVER, CAR, DEAD","['DRAW, HOOK, PULL, GRAB', 'DRIVE, NEUTRAL, LOW, REVERSE', 'NAVY, KIDNEY, PINTO, MUNG', 'WHIRL, LIVER, CAR, DEAD']"
"DRIVER, SCOTT, WEST, ANT, MATCH, HINGE, TINDER, BUMBLE, HERO, GRINDER, SUB, HOAGIE, BLADE, TWILIGHT, LOST BOYS, NEAR DARK","['DRIVER, SCOTT, WEST, ANT', 'MATCH, HINGE, TINDER, BUMBLE', 'HERO, GRINDER, SUB, HOAGIE', 'BLADE, TWILIGHT, LOST BOYS, NEAR DARK']"
"DROOP, GOOF, SNOOP, LAD, STOOP, DECK, YARD, PORCH, DEMO, BLOOPER, HIGHLIGHT, SIZZLE, DOPE, SCOOP, DISH, INFO","['DROOP, GOOF, SNOOP, LAD', 'STOOP, DECK, YARD, PORCH', 'DEMO, BLOOPER, HIGHLIGHT, SIZZLE', 'DOPE, SCOOP, DISH, INFO']"
"DROP, TEAR, BEAD, GLOB, WIND, STRING, RHYTHM, BRASS, DRAG, DRIP, BORE, DUD, LEAK, BEAT, CHARRED, PEE","['DROP, TEAR, BEAD, GLOB', 'WIND, STRING, RHYTHM, BRASS', 'DRAG, DRIP, BORE, DUD', 'LEAK, BEAT, CHARRED, PEE']"
"DRUM, CASK, CYLINDER, TANK, PILOT, USHER, STEER, SHEPHERD, RAVEN, COWBOY, JET, RAM, GOLFER, PENDULUM, SALOON DOORS, SWING","['DRUM, CASK, CYLINDER, TANK', 'PILOT, USHER, STEER, SHEPHERD', 'RAVEN, COWBOY, JET, RAM', 'GOLFER, PENDULUM, SALOON DOORS, SWING']"
"DRUM, WIG, WAX, MARK, IDEAL, MODEL, EXAMPLE, SYMBOL, TRACK, CONDUCTOR, CAR, STATION, SYMPHONY, CYMBAL, SIMMER, SCIMITAR","['DRUM, WIG, WAX, MARK', 'IDEAL, MODEL, EXAMPLE, SYMBOL', 'TRACK, CONDUCTOR, CAR, STATION', 'SYMPHONY, CYMBAL, SIMMER, SCIMITAR']"
"DUST, MOP, SWEEP, VACUUM, CATS, CAROUSEL, CHICAGO, CABARET, PUMA, NIKE, REEBOK, ADIDAS, SPIDER, IRON, SUPER, BAT","['DUST, MOP, SWEEP, VACUUM', 'CATS, CAROUSEL, CHICAGO, CABARET', 'PUMA, NIKE, REEBOK, ADIDAS', 'SPIDER, IRON, SUPER, BAT']"
"DWINDLE, DECLINE, EBB, DROP, CLOWN, TURKEY, SAP, DWEEB, SEA, WONDER, SIN, DWARF, DWELL, STAY, LIVE, INHABIT","['DWINDLE, DECLINE, EBB, DROP', 'CLOWN, TURKEY, SAP, DWEEB', 'SEA, WONDER, SIN, DWARF', 'DWELL, STAY, LIVE, INHABIT']"
"EATS, FARE, CHOW, GRUB, BULLY, RATTLE, COW, DAUNT, STEER, GUIDE, LEAD, DIRECT, BULL, MEAT, STOCK, FLEA","['EATS, FARE, CHOW, GRUB', 'BULLY, RATTLE, COW, DAUNT', 'STEER, GUIDE, LEAD, DIRECT', 'BULL, MEAT, STOCK, FLEA']"
"EGADS, YOGA, DIAL, MONTE, SCRAMBLE, SALAD, STEW, HASH, ARTIST, YEAR, MEDIUM, TITLE, NAME, CHARACTER, IMAGE, REPUTATION","['EGADS, YOGA, DIAL, MONTE', 'SCRAMBLE, SALAD, STEW, HASH', 'ARTIST, YEAR, MEDIUM, TITLE', 'NAME, CHARACTER, IMAGE, REPUTATION']"
"EGG, GOAD, SPUR, URGE, FIGURE, STEADY, FISH, BANANAS, PRODUCE, DAIRY, SNACK, FROZEN, ORANGE, MEATBALL, MOZZARELLA, JAWBREAKER","['EGG, GOAD, SPUR, URGE', 'FIGURE, STEADY, FISH, BANANAS', 'PRODUCE, DAIRY, SNACK, FROZEN', 'ORANGE, MEATBALL, MOZZARELLA, JAWBREAKER']"
"ELECTRIC, GAS, WOOD, CHARCOAL, JET, FILTER, HEATER, PUMP, SAW, CHESTNUT, MAXIM, ADAGE, ASH, GUM, EBONY, CHERRY","['ELECTRIC, GAS, WOOD, CHARCOAL', 'JET, FILTER, HEATER, PUMP', 'SAW, CHESTNUT, MAXIM, ADAGE', 'ASH, GUM, EBONY, CHERRY']"
"ELEPHANT, NARWHAL, HIPPO, WARTHOG, MOUSSE, FLAN, TIRAMISU, CHEESECAKE, FUDGE, SHOOT, HECK, DARN, WALRUS, HORSESHOE, PENCIL, HANDLEBAR","['ELEPHANT, NARWHAL, HIPPO, WARTHOG', 'MOUSSE, FLAN, TIRAMISU, CHEESECAKE', 'FUDGE, SHOOT, HECK, DARN', 'WALRUS, HORSESHOE, PENCIL, HANDLEBAR']"
"EPISODE, MATTER, AFFAIR, EVENT, COUNT, NUMBER, TOTAL, AMOUNT, CATALOG, LETTER, BILL, CARD, COIL, SEASON, BOUNCE, GEYSER","['EPISODE, MATTER, AFFAIR, EVENT', 'COUNT, NUMBER, TOTAL, AMOUNT', 'CATALOG, LETTER, BILL, CARD', 'COIL, SEASON, BOUNCE, GEYSER']"
"ESCAPE, DUCK, SKIRT, DODGE, REBECCA, BIRDS, ROPE, NOTORIOUS, ROBIN, GOOSE, HOBBES, WATSON, COTTAGE, CREAM, STRING, SAY","['ESCAPE, DUCK, SKIRT, DODGE', 'REBECCA, BIRDS, ROPE, NOTORIOUS', 'ROBIN, GOOSE, HOBBES, WATSON', 'COTTAGE, CREAM, STRING, SAY']"
"ESPRESSO, LATTE, AMERICANO, CAPPUCCINO, BEAN, CLEAN, PEANUT, FOX, FOREST, KELLY, EMERALD, OLIVE, ALMOND, PECAN, WALNUT, CASHEW","['ESPRESSO, LATTE, AMERICANO, CAPPUCCINO', 'BEAN, CLEAN, PEANUT, FOX', 'FOREST, KELLY, EMERALD, OLIVE', 'ALMOND, PECAN, WALNUT, CASHEW']"
"EXERCISE, FRESH AIR, DIET, SLEEP, COMPOSE, SEND, FORWARD, REPLY ALL, SERIAL, WTF, UP FIRST, RADIOLAB, DIVINE, SKETCH, PROP, BLACK","['EXERCISE, FRESH AIR, DIET, SLEEP', 'COMPOSE, SEND, FORWARD, REPLY ALL', 'SERIAL, WTF, UP FIRST, RADIOLAB', 'DIVINE, SKETCH, PROP, BLACK']"
"EXTRA, GRAVY, BONUS, FROSTING, NERVE, SAUCE, BRASS, CHEEK, RELISH, TREASURE, VALUE, SAVOR, SPLASH, DIP, DIVE, SWIM","['EXTRA, GRAVY, BONUS, FROSTING', 'NERVE, SAUCE, BRASS, CHEEK', 'RELISH, TREASURE, VALUE, SAVOR', 'SPLASH, DIP, DIVE, SWIM']"
"EXTRA, ICING, BONUS, PERK, MAP, CHART, GRAPH, DIAGRAM, SATISFACTION, ISTANBUL, I RAN, MONTERO, TURKEY, PIE, GRAVY, STUFFING","['EXTRA, ICING, BONUS, PERK', 'MAP, CHART, GRAPH, DIAGRAM', 'SATISFACTION, ISTANBUL, I RAN, MONTERO', 'TURKEY, PIE, GRAVY, STUFFING']"
"EYE, SCARAB, CROOK, ANKH, TIMES, IMPACT, PAPYRUS, COURIER, WEIGHT, PULL, SWAY, CLOUT, SWING, SLIDE, SEESAW, SANDBOX","['EYE, SCARAB, CROOK, ANKH', 'TIMES, IMPACT, PAPYRUS, COURIER', 'WEIGHT, PULL, SWAY, CLOUT', 'SWING, SLIDE, SEESAW, SANDBOX']"
"FACE, CHALLENGE, OPPOSE, CONFRONT, CLUTCH, HATCH, BROOD, LITTER, NECK, FRET, BRIDGE, BODY, STEW, HASH, JUMBLE, MEDLEY","['FACE, CHALLENGE, OPPOSE, CONFRONT', 'CLUTCH, HATCH, BROOD, LITTER', 'NECK, FRET, BRIDGE, BODY', 'STEW, HASH, JUMBLE, MEDLEY']"
"FACILITY, GIFT, FLAIR, KNACK, COMPLEX, BLOCK, COMPOUND, DEVELOPMENT, SUPER, SWELL, NEAT, NIFTY, EXPAND, ELABORATE, EXPLAIN, SPECIFY","['FACILITY, GIFT, FLAIR, KNACK', 'COMPLEX, BLOCK, COMPOUND, DEVELOPMENT', 'SUPER, SWELL, NEAT, NIFTY', 'EXPAND, ELABORATE, EXPLAIN, SPECIFY']"
"FAKE, BOGUS, SHAM, PHONY, IRIS, LENS, PUPIL, RETINA, OUT, COPY, ROGER, OVER, MICHELLE, STAN, LOLA, ALEJANDRO","['FAKE, BOGUS, SHAM, PHONY', 'IRIS, LENS, PUPIL, RETINA', 'OUT, COPY, ROGER, OVER', 'MICHELLE, STAN, LOLA, ALEJANDRO']"
